,Date,Time,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry
1334,26/08/1952,7:00,Military - Pakistan Air Force,,Khewra - Peshawar,Bristol 170 Freighter,G783,,18,,,18,,,0,Crashed shortly after taking off from Khewra. Possible engine failure.,"Khewra, West Pakistan",32.629181,73.0225154,POINT (32.629181 73.0225154)
1335,29/08/1952,21:05,Phoenix Airlines,,Juba - Wadi Halfa,Douglas DC-2-115B,ZS-DFW,1322,4,0,4,2,0,2,0,Extremely bad weather forced the captain of the cargo plane to divert from his original destination. No proper preparation had been made for a possible landing at an alternate airfield prior to commencement of flight. The secondary cause was due to the Captain's attempt to execute a landing at Kosti aerodrome which was not equipped with night landing facilities. The Captain landed on the runway but was unable to align himself with the center line and in consequence ran off the runway and struck a steel windsock support and thereafter struck various obstructions such as trees which lay in the path.,"Kosti, Sudan",12.6457036,32.2338812,POINT (12.6457036 32.2338812)
1336,6/09/1952,15:40,Private - de Havilland Aircraft,,,de Havilland 110,WG235,,1,0,1,1,0,1,29,"One of two engines of the aircraft fell into a crowd at a performance at the Farnborough air show. The aircraft crashed to the ground 1.5 miles from the grandstands killing the Chief test pilot of de Havilland Aircraft Corporation, John Derry and an observer, Tony Richards. In addition, fifty two people on the ground were killed and over 60 injured. The cause was a structural design fault in the D shaped leading edge section of the wing. When Derry pulled a high G turn, the wing buckled.","Farnsborough, England",61.33333,5.01667,POINT (61.33333 5.01667)
1337,10/09/1952,,SAM Colombia,,,Curtiss C-46,,,46,,,46,,,0,,"San Blas, Panama",9.20030225,-77.93252243,POINT (9.20030225 -77.9325224314704)
1338,15/09/1952,,Kalinga Airlines,,,Douglas C-47A,VT-CGB,9945,3,0,3,3,0,3,0,"A navigational error on the part of the captain. This error was severely aggravated by the lack of proper radio aids from the destination airport, the unserviceability of the aircraft R/T equipment, and to a lesser degree the physical condition of the crew. The secondary cause was the cargo plane coming into close proximity of high ground due to the captains uncertainty of his position.","Wadi Halfa, Sudan",21.8005,31.350737,POINT (21.8005 31.350737)
1339,5/10/1952,16:02,Aeroflot,376,Minsk - Leningrad,Ilyushin IL-12,L1328,30054,21,19,5,21,19,5,0,Midair collision with a TC-62 aircraft. ATC error.,"Skvoritsy, Russia",59.654392,29.955284,POINT (59.654392 29.955284)
1340,8/10/1952,,Military - Royal Air Force,,,Avro Shackleton MR-1,VP286,,14,2,12,14,2,12,0,Was on air-sea practice when it crashed near Tarbat Ness.,"Tarbat Ness, Scotland",57.8667589,-3.7734282,POINT (57.8667589 -3.7734282)
1341,14/10/1952,,Aero Brasil,,Sao Paulo - Porto Alegre,Douglas DC-3,PP-AXJ,6177,28,,,14,,,0,After being cleared to land the aircraft struck high ground and burst int flames. Navigational error in not knowing where the aircraft was located. Poor weather.,"San Fransisco do Paula, Brazil",-26.21667,-48.6,POINT (-26.21667 -48.6)
1342,16/10/1952,,Military - U.S. Air Force,,,Curtiss-Wright C-46D-CU,44-77538,32934,25,21,4,25,21,4,0,The aircraft crashed into the Sea of Japan while en route. No signs of the wreckage were ever found and only two bodies were recovered when they washed ashore.,"Kangnung, South Korea",37.7525313,128.8759523,POINT (37.75253129999999 128.8759523)
1343,29/10/1952,8:30,Military - U.S. Air Force,,,Boeing KC-97G Stratofreighter,52-2711,16733,16,,,16,,,0,Struck Gray Mountain in poor visibility while en route.,"Flagstaff, Arizona",35.1987522,-111.6518229,POINT (35.19875220000001 -111.6518229)
1344,6/11/1952,,Union Aeromaritime de Transport,,Fort Lamy - Beirut,Douglas C-54B-1-DC,F-BFVO,10498,6,1,5,5,1,4,0,,"Lake Chad, Chad",13.02085805,14.58018063,POINT (13.02085805 14.5801806314358)
1345,7/11/1952,3:00,Military - U.S. Air Force,,Elmendorf AFB - Big Delta,Fairchild C-119C,51-2560A,10518,19,14,5,19,14,5,0,"A course deviation led to the aircraft crashing into Mt. McKinley at an elevation of 12,000 ft.","Summit, Alaska",63.3312353,-149.1221035,POINT (63.3312353 -149.1221035)
1346,14/11/1952,14:45,Military - U.S. Air Force,,,Fairchild C-119C,51-2551A,,44,37,7,44,37,7,0,"Struck a mountain at an elevation of 2,000 ft. as it prepared to land at U.S. military base K-16. The mountains were obscured by low clouds.","Seoul, South Korea",37.5666791,126.9782914,POINT (37.5666791 126.9782914)
1347,15/11/1952,,Military - U.S. Air Force,,Elemndorf AFB - Kodiak NAS,Fairchild C-119C,51-2570,10528,20,15,5,20,15,5,0,Disappeared while en route. No trace of the aircraft was ever found.,"Anchorage, Alaska",61.2163129,-149.8948523,POINT (61.2163129 -149.8948523)
1348,17/11/1952,,Military - U.S. Air Force,,"Great Falls - Denver, Colorado",Fairchild C-119C-23-FA Flying Boxcar,,,16,,,9,,,0,"While en route, a propeller failed and punctured the fuselage after which vibrations caused the No. 1 engine to fall off. The pilot attempted to make an emergency landing. The plane crashed and came to rest in a muddy field.","Shepard, Montana",45.1779987,-109.6893387,POINT (45.1779987 -109.6893387)
1349,22/11/1952,20:15,Military - U.S. Air Force,,,Douglas C-124A Globemaster,51-107A,464096,52,41,11,52,41,11,0,"Bound for Elmendorf Air Force Base, the aircraft struck the south slope of Mount Gannett. The plane drifted off course due to high winds. Wreckage found in 06/26/2012","Mount Gannett, Alaska",61.181858,-149.7227834,POINT (61.181858 -149.7227834)
1350,28/11/1952,0:50,Military - U.S. Air Force,,,Douglas C-54G (DC-4),,,38,31,7,37,30,7,0,Crashed in poor visibility and fog after diverting to Great Falls. The No. 3 engine failed and the plane crashed into trees approximately 1 mile southwest of the airport. An 8-year old boy was the only survivor.,"Tacoma, Washington",47.2495798,-122.4398746,POINT (47.24957979999999 -122.4398746)
1351,6/12/1952,4:40,Cubana de Aviacion,,Madrid - Azores - Bermuda - Havana,Douglas DC-4,CU-T397,10319,41,33,8,37,30,7,0,"Crashed dived into the sea approximately 5 miles from the airport shortly after taking off. Cause unknown. The plane was called ""The Star of the East.""","Bermuda-Kindley Field, Bermuda",32.36457655,-64.70328538,POINT (32.36457655 -64.70328538169379)
1352,6/12/1952,,TABSO,,Sofia - Varna,Lisunov Li-2,,,18,,,18,,,0,Crashed en route.,"Sofia, Bugaria",5.70908,-73.60404,POINT (5.70908 -73.60404)
1353,20/12/1952,6:30,Military - U.S. Air Force,,,Douglas C-124A Globemaster,50-100,43238,115,105,10,87,82,5,0,Within two minutes after takeoff the aircraft began to lose altitude. It crashed and burned into a snow laden field at the end of the airstrip. Failure of the pilot to remove the rudder and elevator locking pin prior to taking off.,"Moses Lake, Washington",47.1301417,-119.2780771,POINT (47.1301417 -119.2780771)
1354,21/12/1952,,Rutas Aéreas Nacionales SA,,,Curtiss C-46D,YV-C-ARC,33486,3,0,3,3,0,3,0,Disappeared over the Atlantic. Never found.,"Miami, Florida",25.7742658,-80.1936589,POINT (25.7742658 -80.1936589)
1355,22/12/1952,,Syrian Air,,,Douglas DC-3,,,,,,9,,,,,"Damascus, Syria",33.5130695,36.3095814,POINT (33.5130695 36.3095814)
1356,25/12/1952,,Avensa,,,Douglas DC-3,YV-C-AVX,7391,5,,,3,,,0,Lost altitude and ditched near shore after taking off.,"Caracas, Venezuela",10.506098,-66.9146017,POINT (10.506098 -66.91460170000001)
1357,25/12/1952,,Iran Air,,Abadan - Tehran,Douglas DC-3,EP-ACJ,9692,29,25,4,27,23,4,0,Crashed while landing.,"Tehran, Iran",35.7006177,51.4013785,POINT (35.7006177 51.4013785)
1358,30/12/1952,,Philippine Air Lines,,,Douglas DC-3,PI-C38,,10,7,3,2,0,2,0,"After takeoff from Laoag an armed man forced his way into the cockpit. He pulled .45-caliber pistol and demanded that the plane be brought to Amoy, in mainland China. The captain took over control from the co-pilot and put the plane into a steep dive. The hijacker did not lose his balance and instead shot and killed the captain. The co-pilot took over control and meanwhile the steward had come up to the cockpit to find out what was going on. As he knocked, the hijacker shot him twice through the cockpit door, killing him. The co-pilot changed course to China and continued at 6000 feet over the China Sea until two Chinese Nationalists T-6 Harvard planes showed up. Both planes chased the DC-3 and sprayed machine gun fire. The pilot managed to escape until he met with other Nationalist planes, who forced the flight to land at Quemoy. At Quemoy the hijacker was arrested.","Chinmen Island, Taiwan",22.82107,111.62993,POINT (22.82107 111.62993)
1359,5/01/1953,21:39,British European Airways,,Northolt - Belfast,Vickers Viking 610-1B,G-AJDL,262,35,31,4,27,24,3,0,Crashed into approach lights while attempting to land.  Error of judgement on the part of the pilot.,"Belfast, Northern Ireland",54.5964411,-5.9302761,POINT (54.5964411 -5.930276099999999)
1360,7/01/1953,20:55,Flying Tiger Line,841,Seattle - Cheyenne - Fort Jackson,Douglas C-54B-10-DO,N86574,18350,7,3,4,7,3,4,0,"The plane struck a tree on a mountain ridge at an elevation of 1,620 feet. Following impact with the tree the aircraft continued flying and finally struck the ground in a canyon 1,500 feet below and caught fire. The flight's deviation from the established approach procedure.","Issaquah, Washington",47.5348778,-122.0432974,POINT (47.5348778 -122.0432974)
1361,7/01/1953,4:12,Associated Air Transport,1-6-6A,Boeing Field - Cheyenne,Curtiss C-46,N1648M,22395,40,37,3,40,37,3,0,"The plane crashed into mountains while en route. Upon entering an area of turbulence, the plane was unable to climb and crashed into trees. Found 5 months later. The inadvertent descent into an area of turbulence and icing which resulted in the pilot's inability to regain a safe altitude.","Fish Haven, Idaho",42.0368759,-111.3963177,POINT (42.0368759 -111.3963177)
1362,15/01/1953,4:48,Military -Royal Air Force,-,,Vickers Valetta Mk1 / Avero Lancaster,VX562 / TX270,,26,16,10,26,16,10,0,"Both aircraft crashed after a midair collision at approximately 1,500 ft.  Weather conditions at the time were a factor with localized thundrestorms, heavy rain and hail. The court of enquiry was of the opinion that no responsibility could be attached to any individual.  Although evidence revealed that the  Malta Flight Information Center were not in possession of full information on the Lancaster's sortie, it was not a contributory cause. Nineteen killed aboard the Vickers, 7 aboard the Lancaster.","25 nm off Agrigento, Italy",37.323355,13.5743,POINT (37.323355 13.5743)
1363,26/01/1953,11:44,Linee Aeree Italiane,,Cagliari - Rome,Douglas DC-3,I-LAIL,4308,19,15,4,19,15,4,0,Crashed 10 miles east of Cagliari in the Sinnai mountains after a wing failed due to overstressing.,"Sinnai, Sardinia, Italy",39.3042403,9.2035381,POINT (39.3042403 9.203538099999999)
1364,2/02/1953,5:30,Lancashire Aircraft Corporation (Skyways),,"Lajes, Azores - Gander",Avro 685 York 1,G-AHFA,1304,39,33,6,39,33,6,0,"Last know coordinates 46' 15"" N, 46'31""W, over the North Atlantic. A distress message was received. No trace of the aircraft or its occupants were ever found.","Newfoundland, Canada",49.12120935,-56.69629621,POINT (49.12120935 -56.69629621274101)
1365,3/02/1953,,Air Outremer,,,Douglas C-47B-15-DK,F-OAFR,15283/26728,18,15,3,18,15,3,0,Destroyed by detonation of a bomb.,"Lai Chau, Vietnam",22.3048728,102.9628862,POINT (22.3048728 102.9628862)
1366,7/02/1953,10:28,UTA,,Abidjan - Bordeaux,Douglas C-54A-5-DC,F-BFGR,10290,19,13,6,9,3,6,0,Crashed into a grove of small trees and burst into flames while trying to land in heavy fog. Misjudgement by the pilot. Wrong altimeter setting.,"Bordeaux, France",44.841225,-0.5800364,POINT (44.841225 -0.5800364)
1367,9/02/1953,19:00,Military - Egyptian Air Force,,Al Arish - Cairo,Curtiss-Wright C-46,1001,,40,35,5,29,24,5,0,Crashed into a hill during a sandstorm 50 km northeast of Cairo.,"Cairo, Egypt",30.048819,31.243666,POINT (30.048819 31.243666)
1368,14/02/1953,17:10,National Airlines,470,Miami - Orlando - New Orleans,Douglas DC-6,N90893,43057/73,46,41,5,46,41,5,0,"The aircraft crashed into the Gulf of Mexico off Mobile, Alabama. The aircraft broke up in the turbulence of a ""frontal wave"" storm after failure of  the left wing. The loss of control followed by the in-flight failure and separation of portions of the airframe structure while the aircraft was traversing an intense frontal-wave type storm of extremely severe turbulence, the severity and location of which the pilot had not been fully informed.","Mobile, Alabama",30.6943566,-88.0430541,POINT (30.6943566 -88.04305409999998)
1369,3/03/1953,3:35,Canadian Pacific Air Lines,,Karachi - Rangoon,de Havilland DH106 Comet 1A,CF-CUN,6014,11,6,5,11,6,5,0,"The aircraft overran the runway during takeoff. Excessive nose-up attitude of the aircraft during the takeoff run producing a partly stalled condition and excessive drag. The pilot who had only limited experience in the Comet aircraft, elected to takeoff at night at the maximum permissable weight  for the prevailing conditions. The circumstances required strict adherence to the prescribed takeoff technique, which was not complied with.  First fatal crash of a commercial jet aircraft. The aircraft was named Empress of Hawaii.","Karachi, Pakistan",24.8667795,67.0311286,POINT (24.8667795 67.0311286)
1370,4/03/1953,1:50,Slick Airways,162,"New York, NY - Winsor Locks, CT",Curtiss C-46F,N4717N,22400,2,0,2,2,0,2,0,"After missing his first approach to the airport, the pilot displayed poor judgement in attempting a circle under the overcast in rain and at night, rather than execute a standard instrument approach.","Windsor Locks, Connecticut",41.9281305,-72.643631,POINT (41.9281305 -72.643631)
1371,14/03/1953,,Orient Airways,,Delhi - Dacca,Convair CV-240-7,AP-AEG,82,16,11,5,16,11,5,0,Crashed into a mountain while en route in severe weather. The pilot descended in poor visibility in order to find his position.,"Kalasahar, India",30.81713,-89.11116,POINT (30.81713 -89.11116)
1372,17/03/1953,,Aigle Azur,,Hue - Da Nang,Douglas DC-3,F-BEFG,19105,8,,,8,,,0,Crashed into the sea in poor weather conditions.,"Da Nang, Vietnam",16.068,108.212,POINT (16.068 108.212)
1373,18/03/1953,4:10,Military - U.S. Air Force,,Lajes - Saint John’s - Rapid City,Convair RB-36H,51-13721A,,23,18,5,23,18,5,0,"The aircraft, flying low over the Atlantic Ocean, was to have flown higher when it reached the coast. Tail-winds caused the aircraft to arrive earlier and the plane hit a hill in low cloud cover.","Random Island, Newfoundland",48.1446647,-53.73042469,POINT (48.14466470000001 -53.7304246930169)
1374,20/03/1953,18:38,Transocean Air Lines,942,Roswell - Oakland - Guam,Douglas DC-4  (C-54-10-DO),N88942,36076,35,30,5,35,30,5,0,"The aircraft crashed into a flat barley field and burned. The aircraft first struck the ground with its right wing tip in a near vertical position, cartwheeled and disintegrated. All 30 passengers were maintenance personnel from the 509th Bomb Wing, noted for dropping the atomic bombs on Japan. Accumulation of ice on the surfaces of the aircraft in sufficient magnitude to have caused loss of control. Official cause of loss of control unknown.","Alvarado, California",32.7778686,-117.0668919,POINT (32.7778686 -117.0668919)
1375,27/03/1953,,Transportes Aéreos Salvador,,,de Havilland DH-114 Heron 1B,PP-SLG,14004,14,12,2,14,12,2,0,The pilot aborted the takeoff after loosing the No. 2 engine and was unable to stop on the remaining runway. Error of judgment on the part of the pilot in not continuing the takeoff with three engines still operating,"Itapebi, Brazil",-15.9691891,-39.5320541,POINT (-15.9691891 -39.5320541)
